segment_id,annotation_id,start_sec,end_sec,speaker,emotion,vocal_delivery,transcript_len
1004,95,33.33,37.27,N/A,excited,hesitant,28
1005,95,38.09,41.69,Speaker 1,confused,laughing,93
1006,95,42.85,46.53,Speaker 3,excited,monotone,73
1007,95,47.62,51.47,Speaker 1,confused,whisper,47
1008,95,52.38,55.87,N/A,happy,fast,93
1009,95,57.14,61.52,Speaker 3,confused,monotone,10
1010,96,0.0,4.31,Speaker 3,excited,hesitant,102
1011,96,4.94,8.83,Speaker 2,neutral,whisper,118
1012,96,9.88,14.22,Speaker 3,anxious,calm,80
1013,96,14.82,18.98,Speaker 2,neutral,whisper,37
1014,96,19.76,24.42,Speaker 1,anxious,emphatic,10
1015,97,0.0,3.48,Speaker 1,angry,monotone,94
1016,97,4.94,8.62,N/A,frustrated,laughing,22
1017,97,9.88,13.73,Speaker 2,confused,fast,102
1018,97,14.82,19.06,Speaker 1,frustrated,calm,18
1019,97,19.76,24.1,Speaker 2,confused,laughing,52
1020,98,0.0,5.51,Speaker 1,neutral,fast,59
1021,98,6.17,11.24,Speaker 3,confused,whisper,96
1022,98,12.35,18.38,Speaker 2,excited,whisper,90
1023,98,18.52,23.57,Speaker 3,angry,monotone,111
1024,99,0.0,3.68,N/A,anxious,hesitant,34
1025,99,3.73,6.63,Speaker 1,anxious,whisper,74
1026,99,7.45,10.49,Speaker 2,sad,monotone,43
1027,99,11.18,14.54,Speaker 2,frustrated,monotone,1
1028,99,14.9,18.26,Speaker 1,neutral,emphatic,12
1029,99,18.62,21.82,N/A,frustrated,fast,92
1030,99,22.35,25.27,Speaker 2,neutral,calm,79
1031,99,26.08,28.79,Speaker 2,happy,whisper,15
1032,100,0.0,5.01,Speaker 1,confused,hesitant,98
1033,100,5.96,10.9,Speaker 3,anxious,fast,99
1034,100,11.92,16.22,Speaker 1,excited,emphatic,42
1035,100,17.88,23.83,Speaker 3,anxious,fast,56
1036,100,23.84,28.14,Speaker 2,excited,fast,82
1037,101,0.0,2.72,Speaker 1,happy,monotone,93
1038,101,3.73,6.61,N/A,neutral,emphatic,19
1039,101,7.45,10.79,Speaker 1,neutral,whisper,49
1040,101,11.18,14.08,Speaker 3,excited,monotone,0
1041,101,14.9,18.08,N/A,confused,emphatic,51
1042,101,18.62,22.18,Speaker 1,sad,calm,49
1043,101,22.35,26.02,N/A,happy,monotone,68
1044,101,26.08,29.73,Speaker 3,frustrated,whisper,38
1045,102,0.0,5.11,Speaker 1,excited,whisper,24
1046,102,6.78,12.13,N/A,happy,whisper,88
1047,102,13.56,19.04,Speaker 1,confused,whisper,24
1048,102,20.34,25.37,Speaker 2,neutral,whisper,75
1049,102,27.12,32.35,N/A,happy,laughing,69
1050,103,0.0,2.48,Speaker 1,excited,calm,27
1051,103,3.1,6.02,N/A,angry,whisper,74
1052,103,6.2,8.59,Speaker 1,neutral,whisper,18
1053,103,9.3,11.92,Speaker 1,confused,monotone,5
1054,103,12.4,14.8,Speaker 2,neutral,fast,80
1055,103,15.5,17.72,Speaker 3,happy,emphatic,78
1056,103,18.6,20.93,Speaker 1,happy,calm,63
1057,103,21.7,24.42,Speaker 2,happy,laughing,25
1058,103,24.8,27.37,N/A,frustrated,calm,87
1059,103,27.9,30.61,Speaker 2,frustrated,laughing,101
1060,103,31.0,33.37,Speaker 1,angry,hesitant,8
1061,103,34.1,36.38,Speaker 2,excited,fast,89
1062,103,37.2,39.71,Speaker 2,confused,fast,118
1063,103,40.3,43.01,Speaker 2,happy,laughing,108
1064,103,43.4,46.16,N/A,angry,calm,112
1065,103,46.5,49.12,Speaker 1,neutral,fast,118
1066,103,49.6,51.85,Speaker 3,excited,whisper,103
1067,103,52.7,55.61,N/A,angry,fast,18
1068,103,55.8,58.57,N/A,excited,fast,120
1069,104,0.0,2.79,Speaker 1,sad,fast,15
1070,104,3.46,6.92,Speaker 1,frustrated,laughing,97
1071,104,6.93,10.38,Speaker 2,confused,laughing,80
1072,104,10.39,13.5,Speaker 3,neutral,fast,14
1073,104,13.86,17.11,N/A,confused,fast,20
1074,104,17.32,20.45,Speaker 1,neutral,whisper,46
1075,104,20.79,23.51,N/A,anxious,hesitant,78
1076,104,24.25,27.52,N/A,neutral,calm,94
1077,104,27.72,30.2,Speaker 2,angry,laughing,3
1078,104,31.18,34.11,Speaker 1,happy,fast,92
1079,104,34.65,37.53,Speaker 3,excited,fast,95
1080,104,38.11,41.24,Speaker 3,sad,laughing,14
1081,104,41.58,44.34,Speaker 1,sad,whisper,52
1082,104,45.04,48.37,N/A,sad,calm,60
1083,104,48.51,51.54,Speaker 1,excited,fast,27
1084,104,51.97,55.36,N/A,angry,emphatic,47
1085,104,55.44,58.0,Speaker 2,frustrated,hesitant,25
1086,105,0.0,4.92,Speaker 3,sad,hesitant,77
1087,105,6.54,11.43,Speaker 2,sad,calm,52
1088,105,13.09,19.35,N/A,sad,monotone,60
1089,105,19.63,25.86,Speaker 3,neutral,whisper,54
1090,105,26.18,32.2,Speaker 2,sad,hesitant,55
1091,105,32.72,38.44,Speaker 2,neutral,emphatic,5
1092,105,39.27,43.93,N/A,neutral,emphatic,67
1093,105,45.81,51.17,Speaker 1,confused,emphatic,30
1094,105,52.36,57.1,Speaker 1,excited,fast,16
1095,106,0.0,7.16,N/A,angry,laughing,111
1096,106,7.44,13.48,N/A,neutral,laughing,80
1097,106,14.89,20.25,Speaker 3,neutral,hesitant,54
1098,106,22.33,29.22,Speaker 2,happy,monotone,112
1099,106,29.77,35.73,Speaker 1,frustrated,calm,14
1100,106,37.21,43.28,N/A,neutral,hesitant,46
1101,106,44.66,50.26,Speaker 1,sad,fast,42
1102,107,0.0,6.31,N/A,anxious,calm,8
1103,107,6.51,11.8,N/A,confused,monotone,67
1104,107,13.03,19.2,N/A,anxious,emphatic,79
1105,107,19.54,24.82,Speaker 1,sad,emphatic,11
1106,107,26.05,30.77,Speaker 2,anxious,calm,13
1107,107,32.56,37.44,Speaker 1,angry,emphatic,19
1108,107,39.08,45.34,Speaker 1,anxious,emphatic,87
1109,107,45.59,51.2,Speaker 2,confused,hesitant,53
1110,108,0.0,3.3,Speaker 3,frustrated,emphatic,75
1111,108,4.01,7.61,N/A,confused,hesitant,72
1112,108,8.02,10.98,Speaker 3,angry,laughing,33
1113,108,12.02,15.1,Speaker 3,anxious,laughing,108
1114,108,16.03,18.89,Speaker 3,anxious,emphatic,21
1115,108,20.04,23.59,Speaker 2,anxious,fast,22
1116,108,24.05,27.86,Speaker 2,angry,fast,14
1117,108,28.05,30.91,Speaker 3,angry,emphatic,33
1118,108,32.06,35.31,Speaker 2,neutral,whisper,40
1119,108,36.07,40.05,Speaker 2,frustrated,emphatic,69
1120,108,40.08,44.06,Speaker 3,happy,calm,51
1121,108,44.08,48.01,Speaker 2,confused,hesitant,19
1122,108,48.09,50.9,Speaker 3,anxious,emphatic,114
1123,109,0.0,5.58,N/A,sad,emphatic,45
1124,109,7.04,12.17,Speaker 1,sad,monotone,67
1125,109,14.08,19.48,Speaker 3,sad,calm,10
1126,109,21.12,27.19,N/A,happy,monotone,50
1127,109,28.17,33.51,Speaker 3,neutral,whisper,46
1128,109,35.21,40.98,N/A,frustrated,emphatic,47
1129,109,42.25,47.2,Speaker 3,frustrated,hesitant,57
1130,109,49.29,56.07,Speaker 1,sad,whisper,113
1131,109,56.33,62.2,N/A,confused,hesitant,20
1132,109,63.37,70.01,N/A,excited,fast,106
1133,109,70.42,76.59,Speaker 1,angry,fast,38
1134,109,77.46,83.39,Speaker 3,happy,monotone,96
1135,110,0.0,3.78,N/A,anxious,monotone,62
1136,110,4.97,8.51,Speaker 3,anxious,emphatic,71
1137,110,9.94,14.52,Speaker 2,neutral,laughing,0
1138,110,14.91,18.62,Speaker 3,confused,calm,83
1139,110,19.88,24.35,Speaker 3,excited,fast,62
1140,110,24.85,29.68,Speaker 2,neutral,calm,97
1141,110,29.82,33.72,Speaker 1,frustrated,monotone,61
1142,110,34.79,39.12,Speaker 3,confused,whisper,104
1143,110,39.76,43.42,Speaker 1,anxious,fast,74
1144,110,44.74,48.3,Speaker 3,confused,whisper,17
1145,110,49.71,53.72,Speaker 1,anxious,hesitant,53
1146,110,54.68,59.1,Speaker 3,neutral,hesitant,37
1147,110,59.65,63.92,Speaker 1,sad,laughing,80
1148,110,64.62,68.37,Speaker 1,angry,monotone,41
1149,110,69.59,74.37,Speaker 3,anxious,whisper,89
1150,110,74.56,79.06,Speaker 1,frustrated,laughing,18
1151,110,79.53,83.03,Speaker 3,frustrated,laughing,62
1152,111,0.0,4.91,Speaker 1,excited,emphatic,117
1153,111,5.23,9.02,Speaker 2,neutral,emphatic,44
1154,111,10.47,14.62,Speaker 3,angry,laughing,56
1155,111,15.7,20.76,Speaker 3,angry,whisper,38
1156,111,20.93,24.64,Speaker 1,sad,fast,109
1157,111,26.17,30.92,Speaker 2,anxious,fast,26
1158,112,0.0,3.5,Speaker 1,confused,calm,116
1159,112,4.93,8.75,Speaker 1,anxious,whisper,1
1160,112,9.86,14.42,Speaker 1,sad,monotone,115
1161,112,14.78,18.53,Speaker 3,neutral,calm,18
1162,112,19.71,24.41,Speaker 3,frustrated,hesitant,20
1163,112,24.64,29.35,Speaker 2,happy,calm,104
1164,112,29.57,33.87,Speaker 1,sad,whisper,24
1165,112,34.49,39.37,Speaker 2,neutral,whisper,12
1166,112,39.42,44.24,N/A,frustrated,whisper,75
1167,112,44.35,48.07,Speaker 1,angry,laughing,45
1168,112,49.28,54.18,N/A,sad,monotone,29
1169,112,54.21,58.26,Speaker 3,happy,emphatic,14
1170,112,59.13,63.35,N/A,frustrated,whisper,36
1171,112,64.06,68.33,Speaker 1,happy,hesitant,63
1172,112,68.99,72.61,Speaker 3,confused,monotone,94
1173,112,73.92,77.83,N/A,sad,monotone,52
1174,112,78.84,82.72,N/A,sad,laughing,8
1175,112,83.77,88.54,N/A,frustrated,fast,1
1176,113,0.0,3.28,Speaker 1,angry,calm,46
1177,113,3.61,7.2,Speaker 3,sad,monotone,108
1178,113,7.22,10.82,Speaker 1,sad,laughing,54
1179,113,10.83,14.15,Speaker 3,anxious,laughing,101
1180,113,14.44,17.84,N/A,frustrated,emphatic,85
1181,113,18.06,21.24,N/A,confused,monotone,35
1182,113,21.67,24.35,N/A,happy,calm,32
1183,113,25.28,28.34,Speaker 2,angry,calm,12
1184,113,28.89,32.22,Speaker 1,confused,whisper,3
1185,114,0.0,4.12,N/A,confused,monotone,33
1186,114,5.42,10.09,Speaker 1,neutral,emphatic,112
1187,114,10.83,16.11,N/A,confused,hesitant,109
1188,114,16.25,20.65,N/A,neutral,calm,22
1189,114,21.67,26.36,Speaker 3,angry,emphatic,55
1190,114,27.08,31.09,N/A,confused,laughing,14
1191,115,0.0,4.38,Speaker 3,anxious,hesitant,7
1192,115,4.95,8.46,Speaker 1,angry,laughing,46
1193,115,9.9,13.88,Speaker 1,frustrated,emphatic,12
1194,115,14.85,18.95,Speaker 3,excited,hesitant,7
1195,115,19.8,24.25,Speaker 2,sad,whisper,39
1196,115,24.75,29.09,Speaker 1,anxious,calm,43
1197,116,0.0,5.91,N/A,excited,hesitant,73
1198,116,5.94,10.27,N/A,happy,whisper,86
1199,116,11.88,16.4,N/A,frustrated,fast,78
1200,116,17.82,22.51,N/A,sad,emphatic,81
1201,116,23.76,29.43,Speaker 1,sad,hesitant,33
1202,117,0.0,6.82,Speaker 3,happy,monotone,102
1203,117,7.78,14.46,N/A,sad,hesitant,101
1204,117,15.55,21.17,Speaker 3,anxious,emphatic,84
1205,117,23.33,30.03,Speaker 2,excited,emphatic,32
1206,118,0.0,3.96,N/A,anxious,whisper,68
1207,118,5.18,10.07,N/A,neutral,monotone,25
1208,118,10.37,14.56,Speaker 2,sad,fast,95
1209,118,15.55,20.24,Speaker 3,excited,emphatic,40
1210,118,20.73,25.7,Speaker 1,sad,laughing,52
1211,118,25.92,29.96,Speaker 3,angry,hesitant,87
1212,119,0.0,3.73,N/A,excited,whisper,115
1213,119,4.44,7.6,Speaker 2,anxious,fast,3
1214,119,8.89,12.34,Speaker 3,angry,whisper,109
1215,119,13.33,16.49,N/A,neutral,calm,110
1216,119,17.77,22.08,Speaker 3,anxious,laughing,8
1217,119,22.21,26.52,N/A,frustrated,whisper,84
1218,119,26.66,30.95,N/A,angry,fast,14
1219,120,0.0,6.12,N/A,sad,emphatic,27
1220,120,6.44,11.23,Speaker 2,sad,hesitant,56
1221,120,12.88,18.18,Speaker 1,confused,monotone,47
1222,120,19.32,25.18,Speaker 1,frustrated,monotone,54
1223,120,25.76,31.19,Speaker 2,anxious,laughing,119
1224,120,32.2,36.99,N/A,frustrated,laughing,39
1225,120,38.64,43.19,Speaker 1,neutral,whisper,117
1226,120,45.08,51.11,Speaker 2,anxious,monotone,49
1227,120,51.52,56.63,Speaker 3,happy,monotone,110
1228,120,57.96,62.92,N/A,excited,calm,116
1229,121,0.0,5.65,Speaker 2,confused,whisper,40
1230,121,7.16,14.05,N/A,neutral,hesitant,110
1231,121,14.31,19.49,N/A,confused,whisper,52
1232,121,21.47,28.46,Speaker 3,excited,laughing,12
1233,121,28.62,35.4,Speaker 3,happy,hesitant,53
1234,121,35.78,42.08,Speaker 3,confused,whisper,3
1235,121,42.93,49.58,Speaker 2,confused,laughing,82
1236,121,50.09,55.39,N/A,sad,whisper,39
1237,121,57.24,62.93,Speaker 1,happy,fast,31
1238,122,0.0,3.51,Speaker 2,happy,emphatic,47
1239,122,3.74,6.56,N/A,sad,calm,2
1240,122,7.47,11.12,Speaker 2,happy,emphatic,25
1241,122,11.21,14.12,Speaker 2,neutral,emphatic,79
1242,122,14.95,18.04,Speaker 3,angry,calm,47
1243,122,18.68,21.49,Speaker 1,neutral,whisper,67
1244,122,22.42,25.52,N/A,confused,calm,28
1245,122,26.15,29.57,Speaker 2,anxious,hesitant,95
1246,122,29.89,33.06,Speaker 2,excited,laughing,26
1247,122,33.63,36.92,Speaker 3,sad,emphatic,23
1248,122,37.36,40.44,Speaker 2,neutral,hesitant,33
1249,122,41.1,43.98,N/A,sad,hesitant,74
1250,122,44.84,48.22,N/A,happy,calm,60
1251,122,48.57,51.34,Speaker 3,excited,whisper,27
1252,122,52.31,55.72,N/A,anxious,calm,12
1253,122,56.05,59.29,Speaker 1,frustrated,fast,60
1254,122,59.78,63.42,Speaker 1,neutral,hesitant,64
1255,122,63.52,66.83,Speaker 3,excited,whisper,47
1256,122,67.25,70.02,Speaker 1,angry,hesitant,21
1257,122,70.99,74.17,Speaker 3,confused,fast,11
1258,122,74.73,77.7,N/A,angry,hesitant,14
1259,122,78.46,81.43,Speaker 2,confused,laughing,106
1260,123,0.0,3.51,N/A,angry,hesitant,94
1261,123,4.11,8.21,Speaker 2,confused,calm,24
1262,123,8.22,11.28,Speaker 2,angry,calm,60
1263,123,12.33,15.53,N/A,excited,calm,114
1264,123,16.44,20.46,Speaker 1,confused,hesitant,90
1265,123,20.55,24.12,N/A,confused,calm,108
1266,123,24.66,28.42,Speaker 2,happy,hesitant,11
1267,123,28.77,31.9,Speaker 3,angry,laughing,21
1268,123,32.88,36.68,Speaker 3,sad,monotone,0
1269,123,36.99,40.52,Speaker 2,excited,calm,31
1270,123,41.1,44.92,Speaker 1,frustrated,calm,36
1271,123,45.21,48.93,Speaker 1,excited,hesitant,75
1272,123,49.32,53.34,Speaker 1,frustrated,fast,3
1273,123,53.43,56.41,N/A,confused,whisper,34
1274,123,57.54,61.15,Speaker 1,frustrated,calm,83
1275,123,61.65,65.29,N/A,frustrated,whisper,93
1276,123,65.76,69.76,Speaker 2,sad,laughing,6
1277,123,69.87,73.74,Speaker 3,frustrated,laughing,7
1278,123,73.98,77.77,N/A,happy,emphatic,32
1279,123,78.09,81.19,N/A,happy,calm,109
1280,124,0.0,4.92,Speaker 2,frustrated,whisper,12
1281,124,5.07,9.88,Speaker 2,confused,emphatic,113
1282,124,10.13,14.27,Speaker 3,excited,calm,96
1283,124,15.2,19.39,Speaker 3,angry,emphatic,80
1284,124,20.27,24.46,Speaker 1,frustrated,emphatic,86
1285,124,25.33,29.22,Speaker 2,confused,monotone,80
1286,124,30.4,34.93,Speaker 1,anxious,emphatic,55
1287,124,35.47,39.13,N/A,anxious,fast,16
1288,124,40.53,45.12,Speaker 3,sad,monotone,54
1289,124,45.6,49.6,Speaker 1,happy,calm,65
1290,124,50.67,54.38,N/A,excited,calm,59
1291,124,55.73,60.28,Speaker 3,frustrated,hesitant,74
1292,124,60.8,64.47,Speaker 1,happy,whisper,84
1293,124,65.87,70.12,Speaker 2,excited,calm,10
1294,124,70.93,75.11,Speaker 3,frustrated,monotone,92
1295,125,0.0,5.22,Speaker 3,happy,emphatic,68
1296,125,6.91,11.78,N/A,happy,calm,21
1297,125,13.82,20.01,N/A,excited,laughing,84
1298,125,20.73,27.57,N/A,anxious,monotone,104
1299,125,27.64,34.49,Speaker 3,excited,laughing,38
1300,125,34.55,39.56,Speaker 2,neutral,fast,14
1301,125,41.45,47.98,Speaker 2,neutral,fast,61
1302,125,48.36,54.54,Speaker 2,excited,laughing,80
1303,125,55.27,61.89,Speaker 2,happy,hesitant,98
1304,125,62.18,67.98,N/A,excited,calm,14
1305,125,69.09,74.27,Speaker 2,confused,emphatic,60
1306,126,0.0,3.02,N/A,anxious,calm,62
1307,126,3.04,5.53,N/A,sad,whisper,7
1308,126,6.08,8.69,N/A,frustrated,monotone,8
1309,126,9.12,11.49,N/A,confused,calm,63
1310,126,12.16,14.86,Speaker 3,confused,whisper,55
1311,126,15.2,17.35,Speaker 3,sad,emphatic,44
1312,126,18.24,20.77,Speaker 2,frustrated,monotone,109
1313,126,21.28,24.18,N/A,angry,hesitant,92
1314,126,24.32,27.1,N/A,frustrated,laughing,60
1315,126,27.36,30.22,Speaker 2,sad,hesitant,88
1316,126,30.4,33.21,N/A,angry,fast,25
1317,126,33.44,35.71,N/A,happy,laughing,53
1318,126,36.48,39.47,N/A,anxious,fast,26
1319,126,39.52,42.16,Speaker 1,frustrated,hesitant,45
1320,126,42.56,45.31,Speaker 2,neutral,laughing,8
1321,126,45.6,48.04,Speaker 1,sad,calm,71
1322,126,48.64,50.97,Speaker 3,frustrated,laughing,45
1323,126,51.68,54.51,Speaker 3,angry,laughing,88
1324,126,54.72,57.64,Speaker 1,neutral,emphatic,102
1325,126,57.76,60.3,Speaker 1,happy,laughing,78
1326,126,60.8,63.48,Speaker 1,neutral,monotone,13
1327,126,63.84,66.12,Speaker 1,sad,hesitant,20
1328,126,66.88,69.67,N/A,confused,whisper,111
1329,126,69.92,72.14,Speaker 3,frustrated,laughing,17
1330,126,72.96,75.2,Speaker 2,confused,emphatic,98
1331,127,0.0,2.74,Speaker 2,angry,laughing,96
1332,127,3.39,6.3,Speaker 2,angry,laughing,54
1333,127,6.78,9.57,N/A,confused,laughing,66
1334,127,10.17,13.35,Speaker 3,neutral,emphatic,18
1335,127,13.56,16.72,Speaker 1,happy,hesitant,40
1336,127,16.95,19.73,Speaker 2,excited,calm,50
1337,127,20.34,23.49,Speaker 2,neutral,whisper,91
1338,127,23.73,26.92,Speaker 3,excited,emphatic,113
1339,127,27.12,30.19,Speaker 3,frustrated,hesitant,1
1340,127,30.51,33.73,Speaker 2,excited,emphatic,82
1341,127,33.9,36.49,N/A,frustrated,laughing,100
1342,127,37.3,40.33,Speaker 2,anxious,calm,4
1343,127,40.69,43.61,N/A,angry,monotone,69
1344,127,44.08,46.74,Speaker 1,anxious,monotone,43
1345,127,47.47,50.61,Speaker 2,neutral,calm,113
1346,127,50.86,54.04,Speaker 3,sad,laughing,99
1347,127,54.25,56.93,N/A,happy,whisper,7
1348,127,57.64,60.87,Speaker 3,frustrated,calm,6
1349,127,61.03,64.17,Speaker 1,confused,hesitant,73
1350,127,64.42,67.54,N/A,frustrated,fast,103
1351,127,67.81,70.94,Speaker 2,frustrated,hesitant,36
1352,128,0.0,3.66,Speaker 3,confused,calm,18
1353,128,4.19,8.01,N/A,happy,calm,7
1354,128,8.38,11.84,Speaker 2,confused,fast,57
1355,128,12.56,15.59,N/A,excited,laughing,33
1356,128,16.75,20.42,N/A,confused,whisper,119
1357,128,20.94,25.06,N/A,angry,fast,64
1358,128,25.13,28.22,N/A,angry,whisper,65
1359,128,29.32,33.33,Speaker 1,sad,emphatic,60
1360,128,33.51,36.48,Speaker 2,frustrated,calm,77
1361,128,37.69,41.7,Speaker 1,happy,hesitant,73
1362,128,41.88,45.18,Speaker 2,happy,hesitant,39
1363,128,46.07,50.25,Speaker 3,anxious,emphatic,3
1364,128,50.26,54.18,Speaker 2,excited,calm,119
1365,128,54.45,58.5,Speaker 3,sad,fast,104
1366,128,58.64,62.5,Speaker 1,happy,monotone,44
1367,128,62.82,65.84,Speaker 1,excited,emphatic,73
1368,128,67.01,70.33,N/A,frustrated,laughing,48
1369,129,0.0,2.63,N/A,excited,fast,115
1370,129,3.62,6.59,Speaker 1,confused,whisper,35
1371,129,7.24,10.48,Speaker 2,neutral,monotone,80
1372,129,10.86,14.26,Speaker 3,happy,whisper,71
1373,129,14.48,17.11,Speaker 1,sad,laughing,60
1374,129,18.11,21.19,Speaker 1,happy,whisper,119
1375,129,21.73,24.84,Speaker 1,anxious,laughing,26
1376,129,25.35,28.15,N/A,happy,laughing,68
1377,129,28.97,32.16,N/A,neutral,emphatic,110
1378,129,32.59,36.14,Speaker 3,excited,fast,53
1379,129,36.21,38.77,Speaker 3,excited,hesitant,11
1380,129,39.83,42.49,Speaker 1,angry,hesitant,18
1381,129,43.45,46.19,Speaker 1,angry,hesitant,52
1382,129,47.07,50.35,Speaker 1,frustrated,fast,3
1383,129,50.69,54.0,Speaker 3,excited,calm,40
1384,129,54.32,57.01,Speaker 3,anxious,emphatic,120
1385,129,57.94,61.37,Speaker 1,neutral,fast,30
1386,129,61.56,64.91,Speaker 2,confused,monotone,96
1387,129,65.18,68.26,Speaker 1,anxious,calm,40
1388,130,0.0,5.32,Speaker 2,anxious,monotone,52
1389,130,6.88,12.62,Speaker 2,angry,hesitant,69
1390,130,13.76,20.61,Speaker 2,excited,monotone,57
1391,130,20.64,25.54,N/A,anxious,whisper,21
1392,130,27.52,32.34,N/A,anxious,monotone,32
1393,130,34.4,40.95,N/A,frustrated,laughing,80
1394,130,41.28,46.54,Speaker 3,neutral,fast,94
1395,130,48.16,54.08,Speaker 1,anxious,calm,50
1396,130,55.04,61.3,Speaker 2,anxious,emphatic,26
1397,130,61.92,68.0,Speaker 3,frustrated,whisper,33
1398,131,0.0,4.25,Speaker 3,neutral,whisper,17
1399,131,4.3,8.14,Speaker 1,confused,calm,115
1400,131,8.6,11.62,Speaker 2,excited,monotone,114
1401,131,12.9,16.81,N/A,excited,monotone,10
1402,131,17.2,21.23,Speaker 1,neutral,laughing,104
1403,131,21.5,25.38,Speaker 1,frustrated,laughing,48
1404,131,25.8,29.88,Speaker 3,excited,fast,107
1405,131,30.1,34.1,Speaker 1,happy,emphatic,47
1406,131,34.4,38.62,N/A,neutral,fast,95
1407,131,38.7,41.74,Speaker 3,frustrated,fast,11
1408,131,43.0,47.06,Speaker 3,sad,fast,63
1409,131,47.3,51.56,Speaker 1,anxious,emphatic,115
1410,131,51.6,55.52,Speaker 2,neutral,fast,105
1411,131,55.9,59.73,Speaker 1,anxious,monotone,64
1412,131,60.2,63.85,Speaker 2,angry,calm,75
1413,131,64.5,67.68,Speaker 1,angry,hesitant,119
1414,132,0.0,8.64,Speaker 1,frustrated,emphatic,108
1415,133,0.0,6.28,N/A,confused,hesitant,0
1416,134,0.0,7.03,Speaker 1,happy,calm,61
1417,135,0.0,5.43,Speaker 1,frustrated,monotone,101
1418,135,5.5,9.74,Speaker 1,confused,laughing,12
1419,136,0.0,7.9,N/A,neutral,hesitant,78
1420,137,0.0,4.23,Speaker 1,confused,emphatic,59
1421,137,5.5,10.66,Speaker 1,frustrated,whisper,120
1422,138,0.0,5.99,Speaker 2,anxious,hesitant,53
1423,138,6.17,11.37,N/A,angry,fast,17
1424,138,12.33,18.12,Speaker 1,angry,hesitant,74
1425,139,0.0,5.19,Speaker 3,anxious,hesitant,1
1426,139,6.17,11.44,Speaker 2,neutral,fast,64
1427,139,12.33,18.17,Speaker 1,excited,hesitant,25
1428,140,0.0,5.43,Speaker 3,frustrated,monotone,38
1429,140,6.17,11.26,Speaker 2,happy,emphatic,112
1430,140,12.33,18.11,Speaker 1,confused,fast,117
1431,141,0.0,5.66,Speaker 2,neutral,hesitant,1
1432,141,7.43,12.79,Speaker 1,happy,fast,37
1433,141,14.85,21.03,Speaker 3,neutral,calm,25
1434,141,22.28,27.92,Speaker 2,sad,hesitant,92
1435,141,29.71,35.3,Speaker 2,angry,fast,2
1436,141,37.14,42.73,Speaker 3,happy,calm,106
1437,141,44.56,51.27,N/A,happy,hesitant,119
1438,141,51.99,57.66,N/A,sad,hesitant,103
1439,141,59.42,65.45,Speaker 2,excited,whisper,8
1440,141,66.85,72.31,Speaker 2,sad,fast,68
1441,141,74.27,80.31,Speaker 3,frustrated,monotone,54
1442,142,0.0,4.37,N/A,sad,whisper,10
1443,142,4.54,8.78,Speaker 1,angry,monotone,49
1444,142,9.08,13.28,Speaker 3,confused,monotone,59
1445,142,13.62,17.04,Speaker 3,confused,whisper,63
1446,142,18.16,21.98,N/A,neutral,fast,28
1447,142,22.69,27.09,N/A,sad,emphatic,27
1448,142,27.23,30.83,N/A,angry,laughing,47
1449,142,31.77,35.3,Speaker 1,angry,laughing,10
1450,142,36.31,39.89,Speaker 3,sad,monotone,5
1451,142,40.85,44.66,Speaker 3,excited,emphatic,59
1452,142,45.39,49.16,Speaker 3,confused,hesitant,34
1453,142,49.93,53.63,Speaker 2,confused,fast,33
1454,142,54.47,58.52,Speaker 3,happy,hesitant,107
1455,142,59.01,62.87,Speaker 1,anxious,fast,12
1456,142,63.54,66.88,Speaker 3,neutral,monotone,25
1457,142,68.08,71.72,Speaker 3,anxious,hesitant,95
1458,142,72.62,76.91,Speaker 3,sad,whisper,77
1459,142,77.16,81.7,Speaker 3,neutral,laughing,38
1460,143,0.0,4.04,Speaker 2,excited,fast,29
1461,143,4.81,9.21,Speaker 2,confused,fast,66
1462,143,9.61,13.82,N/A,confused,hesitant,101
1463,143,14.42,17.91,Speaker 2,excited,laughing,120
1464,143,19.22,23.59,Speaker 2,confused,emphatic,109
1465,143,24.03,28.2,Speaker 3,angry,monotone,111
1466,143,28.84,32.38,Speaker 1,confused,laughing,84
1467,143,33.64,38.21,Speaker 3,sad,emphatic,54
1468,143,38.45,42.8,N/A,anxious,hesitant,75
1469,143,43.25,46.65,Speaker 1,angry,fast,42
1470,143,48.06,52.24,N/A,excited,fast,50
1471,143,52.86,56.32,N/A,sad,emphatic,13
1472,143,57.67,61.51,N/A,anxious,calm,21
1473,143,62.48,65.99,Speaker 2,neutral,laughing,88
1474,143,67.28,71.52,Speaker 1,angry,fast,8
1475,143,72.09,76.77,N/A,anxious,fast,29
1476,143,76.89,80.68,Speaker 1,confused,calm,47
1477,144,0.0,4.56,Speaker 2,anxious,emphatic,104
1478,144,6.17,11.8,N/A,angry,monotone,73
1479,144,12.33,18.39,Speaker 2,confused,hesitant,25
1480,144,18.5,22.83,Speaker 2,confused,calm,105
1481,144,24.67,29.72,Speaker 2,frustrated,monotone,112
1482,144,30.83,36.06,N/A,neutral,whisper,11
1483,145,0.0,5.21,Speaker 2,excited,emphatic,49
1484,145,6.32,12.47,Speaker 2,happy,emphatic,89
1485,145,12.64,18.85,Speaker 2,angry,hesitant,112
1486,145,18.95,24.57,Speaker 3,happy,whisper,92
1487,145,25.27,31.06,Speaker 2,confused,emphatic,97
1488,145,31.59,37.06,Speaker 3,happy,laughing,13
1489,145,37.91,43.29,Speaker 3,excited,emphatic,21
